Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
GDP (current US$),NY.GDP.MKTP.CD,Fiji,FJI,1678219507.89829,1652462023.46215,1833279985.36741,2300492465.32276,2708078476.63012,2980403844.72096,3076305452.86506,3378314599.76402,3523185919.55826,2870624635.68032,3140166712.79624,3779411899.37483,3972028104.47328,4189967998.51424,4857104791.00386,4682479912.05203,4930213634.35692,5353469171.0611,5581425324.91185,5444407214.31758,4432466237.09588,4305031630.81808,4979979546.0123
GDP (current US$),NY.GDP.MKTP.CD,Finland,FIN,126019543413.334,129533107311.811,140404460203.138,171652458349.411,197479443979.151,204885494686.381,217089269791.764,256378067752.158,285716311136.719,253497520828.515,249424310816.667,275604356167.316,258290060227.734,271362405890.589,274862826772.156,234534382384.766,240771351298.833,255647979916.471,275708001767.843,268514916972.549,271886077382.102,296776746825.577,282896251391.052
GDP (current US$),NY.GDP.MKTP.CD,France,FRA,1365639660792.16,1377657339291.34,1501409382971.38,1844544792036.86,2119633181634.37,2196945232435.8,2320536221304.7,2660591246211.77,2930303780828.12,2700887366932.03,2645187882116.67,2865157541994.17,2683671716967.19,2811876903329.03,2855964488590.19,2439188643162.5,2472964344587.17,2595151045197.65,2790956878746.66,2728870246705.88,2647418691598.45,2959355819170.5,2779092236505.85
GDP (current US$),NY.GDP.MKTP.CD,French Polynesia,PYF,3599845480.34359,3573808556.31268,3965405552.5203,4927780606.7707,5564109981.9138,5705052134.54253,5877997979.62266,6631156405.59637,7136741421.95908,6584557973.9375,6086644798.55982,6203940036.91982,5692858099.00217,6031827122.60663,6151996560.84289,5325846361.81186,5497036476.8031,5833352692.7995,6135116253.33452,6022276196.13871,5792545870.80614,6150640646.38319,5814661208.90544
GDP (current US$),NY.GDP.MKTP.CD,Gabon,GAB,5080483628.53013,5023265413.2623,5335451099.88223,6511903365.47554,7770219008.21293,9582783990.85345,10327598306.4575,12455409587.3371,15571348344.3379,12113699068.2517,14372593020.2885,18210307743.5816,17170464016.0593,17595744798.3398,18203966895.8433,14383107762.6952,14023890265.3665,14929487485.1623,16867326401.9626,16874405465.391,15314577154.8076,20217946922.4528,21071739224.8918
GDP (current US$),NY.GDP.MKTP.CD,"Gambia, The",GMB,782913871.80966,687410645.063943,578235309.327198,487038685.045496,961900651.423441,1027701067.55688,1054112487.74083,1279703047.0221,1561766955.73024,1450142508.57808,1543294926.87301,1409693596.93594,1415004738.26621,1375609453.43746,1229461721.40861,1378176608.93204,1484578885.97132,1504909462.69521,1670671327.81651,1813609692.49994,1812170891.19069,2038414968.60683,2187194563.48605
GDP (current US$),NY.GDP.MKTP.CD,Georgia,GEO,3057475335.18846,3219462262.0075,3395766677.67315,3991377904.13162,5125365191.98664,6410912049.87105,7745250733.95067,10172931088.5655,12795145130.9103,10766920065.8251,12243217070.5734,15107486236.2474,16488822461.4203,17190068235.7892,17627332900.2581,14953673796.1929,15141598622.5692,16242645072.2881,17596922469.9152,17470436258.5131,15842922532.7202,18629365612.096,24780791063.7131
GDP (current US$),NY.GDP.MKTP.CD,Germany,DEU,1947981991011.77,1945790973803.15,2078484517474.51,2501640388482.35,2814353869359.08,2846864211175.1,2994703642023.53,3425578382921.58,3745264093617.19,3411261212652.34,3399667820000.01,3749314991050.59,3527143188785.16,3733804649549.03,3889093051023.52,3357585719351.56,3469853463945.53,3690849152517.65,3974443355019.6,3889177589254.9,3887727161914.41,4278503934689.85,4082469490797.68
GDP (current US$),NY.GDP.MKTP.CD,Ghana,GHA,4982850662.20851,5314872854.4405,6166197847.85031,7632723555.66221,8881417906.71432,10744568381.4456,20885037596.6963,24827339138.4906,28679383241.0729,26048720005.5233,32197655566.5347,39336668080.559,41271701060.954,62824629066.0408,54783320576.8882,49406009811.9819,56164928691.0359,60405920071.5652,67298913752.0241,68337974418.3315,70043095503.6675,79524421861.2743,73766052451.5256
GDP (current US$),NY.GDP.MKTP.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Greece,GRC,130457756628.436,136309295225.34,154564203586.954,202370140236.265,240963562236.127,247875422204.414,273546728473.073,318902829550.733,355908689477.445,331308500253.274,297124961971.501,282995942006.557,242029307133.408,238907690051.13,235458133124.608,195683527003.375,193148146586.933,199844406013.531,212049447242.111,205252760889.364,188480337285.605,214667807441.202,217581324512.059
GDP (current US$),NY.GDP.MKTP.CD,Greenland,GRL,1068025016.00862,1086170703.9816,1169136716.03557,1558759823.08169,1822499769.23938,1849802648.36391,2013106929.50031,2249811295.6608,2499092314.41875,2529963903.22685,2503167187.49305,2684461375.46585,2609678486.36749,2684946990.12448,2842065708.35962,2499113022.81675,2707139544.46695,2851613679.03433,3055782146.15957,2997309971.87623,3082884653.2456,3235809504.29871,..
GDP (current US$),NY.GDP.MKTP.CD,Grenada,GRD,520044370.37037,520444185.185185,540336925.925926,591018407.407407,599118592.592593,695555555.555555,698700666.666667,758683592.592593,825976037.037037,771275555.555555,771014814.814815,778655555.555555,799881481.481481,842618518.518518,911496296.296296,997007407.407407,1061640740.74074,1125685185.18519,1166514814.81481,1213485185.18519,1043411111.11111,1122800000,1215379155.67282
GDP (current US$),NY.GDP.MKTP.CD,Guam,GUM,..,..,3394000000,3569000000,3869000000,4213000000,4238000000,4397000000,4658000000,4828000000,4949000000,4984000000,5265000000,5399000000,5610000000,5799000000,5901000000,6013000000,6056000000,6366000000,5886000000,6123000000,..
GDP (current US$),NY.GDP.MKTP.CD,Guatemala,GTM,19288929030.0508,18405220247.4412,20444205991.025,21576351798.9145,23577298094.6571,26783389293.922,29744246827.1839,33567850824.1039,38503720224.3166,37126148264.6383,40676578423.4871,46876006272.2387,49593929487.1263,52996446269.442,57852153058.502,62186064718.7424,66053403469.0024,71653754066.2763,73328365862.4329,77172317258.6478,77715183063.2054,86053083476.0294,95003330315.8754
GDP (current US$),NY.GDP.MKTP.CD,Guinea,GIN,2995361111.48224,2829435908.64657,2950198723.60858,3446441784.82252,3635458213.65962,2937071740.68756,4220019242.72882,6281917649.94033,6964179187.85579,6716904516.97953,6853467832.49407,6785137215.55736,7638045226.04416,8376613880.84932,8778473643.31852,8794202394.29076,8595955600.36601,10324668271.1032,11857030367.2441,13442861496.4128,14177835841.3923,16091817842.1318,20999229260.4955
GDP (current US$),NY.GDP.MKTP.CD,Guinea-Bissau,GNB,371095522.049969,392621389.507734,417806651.117672,477458577.163666,532062894.803123,587029096.028696,592365659.818537,696910784.011006,868154627.875233,830126428.788601,849878489.118426,1099818591.95479,989271155.135142,1046087367.45447,1054915581.35773,1048229633.00189,1179004911.26676,1350177012.24273,1504630233.68158,1439638410.99683,1431758231.68522,1638517606.89496,1633559092.08861
GDP (current US$),NY.GDP.MKTP.CD,Guyana,GUY,712667896.727512,712167450.162898,726131434.715338,743063950.317749,787814379.183843,824880550.343965,2379817990.6918,2730971595.39574,3025187433.33637,3165663152.73351,3432912516.92427,3691384317.52178,4063088535.76331,4167800935.59876,4127660158.47257,4279840193.7046,4482697336.56174,4748174334.14044,4787637005.53562,5173760191.84652,5471256594.72422,8041362110.31175,14718388489.2086
GDP (current US$),NY.GDP.MKTP.CD,Haiti,HTI,6813565983.23285,6331970412.79653,6205847136.95396,5071947798.02544,6087360734.62315,7030149790.90123,7638739123.63747,9228637766.35319,10432962724.6183,11597002929.7039,11859312627.1744,13008746038.8867,13708925402.9447,14902488489.1696,15146883647.3239,14849629407.8872,14069277532.5199,15093357143.2889,16403864522.0538,15016090929.5125,14508222518.3018,20877414952.6375,20253551884.6055
GDP (current US$),NY.GDP.MKTP.CD,Honduras,HND,7186638029.05875,7651162302.3456,7858255412.86038,8230391346.67228,8869299234.3377,9757012696.56212,10917477066.1429,12361257680.5627,13881731875.7466,14587496229.1811,15839344591.9842,17710275685.4074,18528554397.5695,18499729214.904,19756533971.8698,20979791685.416,21717604952.1835,23136247990.5977,24067750760.499,25089937021.5418,23827859226.8834,28488721680.8502,31717699764.3621
GDP (current US$),NY.GDP.MKTP.CD,"Hong Kong SAR, China",HKG,171668891194.349,169404327616.605,166348866131.028,161385558801.811,169099768875.193,181569311742.213,193535442896.365,211596944503.8,219278749139.734,214047795659.045,228638668727.291,248513617677.287,262628865879.697,275696879834.966,291459995978.893,309385622601.348,320860317562.562,341273289534.466,361731070995.726,363074545072.389,344943149590.058,368911387845.418,359838583490.063
GDP (current US$),NY.GDP.MKTP.CD,Hungary,HUN,47218405892.4258,53749989092.0197,67608919144.3684,85285062818.0077,104120820258.669,113211158292.936,115715618613.052,140186716681.425,158325614580.628,131069255620.567,132175349953.713,141942264554.475,128814279315.132,135684315697.713,141033843265.669,125174166987.372,128609822750.039,143112196040.326,160565642983.587,164020460331.659,157227094449.074,182090041757.269,177337436677.365
GDP (current US$),NY.GDP.MKTP.CD,Iceland,ISL,9025660361.75842,8234846804.60582,9318395054.85934,11429333037.8443,13825302535.7699,16852963067.0496,17465318552.2941,21652505596.7528,18074622987.0185,13154414219.207,13751161917.7398,15221622925.9319,14751508133.5443,16125060515.3117,17867662177.8911,17517210519.0912,20793168030.9524,24728285177.4603,26260850582.0687,24681343649.2952,21565767851.144,25595940169.5879,28064529851.3098
GDP (current US$),NY.GDP.MKTP.CD,India,IND,468394937255.803,485441014538.638,514937948874.212,607699285436.048,709148514815.787,820381595510.643,940259888794.351,1216736438842.41,1198895139014.62,1341888016984.36,1675615519489.35,1823051829900.81,1827637590787.19,1856721507681.08,2039126479228.11,2103588360066.32,2294796885682.55,2651474262735.28,2702929641707.38,2835606256616.03,2671595405986.86,3150306839142.13,3416645826052.87
GDP (current US$),NY.GDP.MKTP.CD,Indonesia,IDN,165021012077.81,160446947784.909,195660611165.183,234772463823.808,256836875295.452,285868619196.085,364570515618.357,432216737774.861,510228634990.598,539580085616.492,755094157621.936,892969104563.171,917869913332.649,912524136718.018,890814755533.537,860854232686.214,931877364037.698,1015618744159.73,1042271532988.63,1119099871350.2,1059054842698.48,1186505455736.54,1319100220407.72
GDP (current US$),NY.GDP.MKTP.CD,"Iran, Islamic Rep.",IRN,109591707801.431,126878750295.583,128626917504.398,153544751396.211,190043433963.866,226452138295.726,266298911663.707,349881601462.439,412336172443.795,416397025729.898,486807616876.696,626133112195.928,644035512181.481,492775566425.881,460382791480.428,408212917874.964,457954614593.746,486630147094.486,329691934144.504,283649531542.631,239735486745.704,359096907772.985,413493207349.265
GDP (current US$),NY.GDP.MKTP.CD,Iraq,IRQ,48364250943.9051,36176430128.8057,32928454672.4246,21921569478.8163,36627901762.063,49954890353.2609,65140147197.1215,88837055195.2619,131614433712.245,111657581662.35,138516722649.573,185749664444.444,218002481737.691,234637675128.645,228415656174.957,166774104959.102,166602488747.885,187217660050.676,227367469034.031,233636097800.338,180924091442.953,207691599310.345,264182173793.103
GDP (current US$),NY.GDP.MKTP.CD,Ireland,IRL,100207610429.909,109346669229.695,128596035288.401,164670771259.602,194372115041.065,211876989655.907,232180617162.279,270079279419.5,275447471451.063,236443115853.695,221913560882.367,239170638711.314,225118718207.156,238112475390.796,259681883575.706,292364226871.756,298559265006.398,337241811320.896,386693357874.056,398933010007.356,428608687830.239,513391778882.86,533140011838.276
GDP (current US$),NY.GDP.MKTP.CD,Isle of Man,IMN,1563667799.61578,1659131243.73837,1947332921.74718,2328658227.8481,2822358473.16983,3032409189.13713,3422735301.67301,4466353634.79678,5928788780.55394,5486918994.75922,5920366628.33329,6565668780.73505,6690228489.39991,7001180245.83103,7708459144.9826,7084795708.28406,6846373276.59372,6979791187.12712,7491654051.07858,7314966839.12782,6684229268.50545,..,..
GDP (current US$),NY.GDP.MKTP.CD,Israel,ISR,136035771711.672,134635822098.58,125060622862.932,131299915899.958,139973148371.263,147083996033.603,158670456932.537,184052121662.082,220531065217.391,211970040942.96,238364092298.023,266791854430.897,262282344091.849,297732778479.129,314330061977.263,303414276832.04,322102790386.835,358245427458.541,376691526553.276,402470513619.148,413267669231.522,488526545878.891,525002447652.773
GDP (current US$),NY.GDP.MKTP.CD,Italy,ITA,1146676894209.73,1168023426056.38,1276769338449.3,1577621707050.51,1806542968545.56,1858217147203.73,1949551719389.64,2213102482751.46,2408655348718.59,2199928804118.63,2136099955236.67,2294994296589.5,2086957656821.6,2141924094298.56,2162009615996.54,1836637711060.55,1877071687633.78,1961796197354.36,2091932426266.98,2011302198827.45,1897461635591.91,2155360298998.03,2049737165407.98
GDP (current US$),NY.GDP.MKTP.CD,Jamaica,JAM,9005064474.93003,9194727831.07318,9719009494.84779,9430234810.78586,10174664853.9476,11243865777.7131,11930179089.8855,12799600047.1845,13709401520.0326,12120458114.8318,13220549908.2494,14444661522.1463,14807086555.5283,14264205152.6126,13899217721.6818,14188936958.4343,14077096714.1279,14808985171.3441,15730792835.5811,15830766570.7266,13812421803.4084,14657586127.0331,17097760723.9201
GDP (current US$),NY.GDP.MKTP.CD,Japan,JPN,4968359075956.59,4374711694090.87,4182846045873.61,4519561645253.53,4893116005656.56,4831467035389.8,4601663122649.92,4579750920354.81,5106679115127.3,5289493117993.89,5759071769013.11,6233147172341.35,6272362996105.03,5212328181166.18,4896994405353.29,4444930651964.18,5003677627544.24,4930837369151.42,5040880939324.86,5117993853016.51,5048789595589.43,5005536736792.29,4232173916086.67
GDP (current US$),NY.GDP.MKTP.CD,Jordan,JOR,8460789844.8519,8975814652.8196,9582510578.27927,10195627644.5698,11411706629.055,12588998589.5628,15056981664.3159,17110437235.543,22658715989.3302,24537876056.338,27133804225.3521,29524149154.9296,31634561690.1408,34454440140.8451,36847643521.1268,38587017887.3239,39892551126.7606,41608435915.493,43370860704.2254,44502816901.4085,43700383098.5916,46296100140.8451,48653381780.6397
GDP (current US$),NY.GDP.MKTP.CD,Kazakhstan,KAZ,18291990662.0356,22152689179.8815,24636598527.4437,30833692900.1091,43151647002.6096,57123671733.8952,81003864630.018,104849915058.376,133441648851.982,115308686941.38,148047348240.643,192626464617.071,207998568865.789,236634603409.089,221415613595.469,184388404706.042,137278320084.171,166805788827.233,179339977690.485,181667184854.501,171082365861.423,197112255360.612,225496328925.494
GDP (current US$),NY.GDP.MKTP.CD,Kenya,KEN,12705350097.8044,12986007425.8781,13147736898.5176,14904517649.8476,16095337093.8366,18737895512.7378,25825512284.2891,31958195182.2406,35895153327.8497,42347217912.9176,45405615063.7551,46869473150.61,56396704671.5777,61671440407.8387,68285796514.2896,70120446896.8359,74815144163.8931,82036510877.2599,92202979985.2863,100378436207.371,100657505750.545,109703658904.994,113420008178.793
GDP (current US$),NY.GDP.MKTP.CD,Kiribati,KIR,67253121.6174144,63099901.6262189,72197909.0093629,90231037.5286819,102370652.883761,112136256.341291,110237181.027024,132674851.389707,141045213.047045,132421039.331955,155305602.21032,180672702.310454,189629954.825062,184543120.916973,177868200.039122,170292316.823055,178507954.868147,188540710.231323,196501525.688652,175181629.286475,177553274.584763,227610079.145208,223353014.294593
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Rep.",KOR,576179387819.613,547656279894.587,627246933729.618,702714855193.904,793175561887.027,934901071332.984,1053216909887.56,1172614086539.86,1047339010225.25,943941876218.743,1143672241149.72,1253289537500.81,1278046536287.01,1370632955321.2,1484488526271.8,1466038936206.43,1499679823909.61,1623074183501.9,1725373496825.43,1651422932447.77,1644312831906.17,1818432106880.04,1673916469026.56
GDP (current US$),NY.GDP.MKTP.CD,Kosovo,XKX,..,..,..,..,..,..,..,..,5181776768.71247,5015894692.97027,5343950556.07185,6341613609.97976,6163484244.63408,6735328609.6594,7074394734.88431,6295848422.71573,6682677289.98994,7180764703.35718,7878759714.82322,7899737577.47286,7717145217.81247,9412034299.23122,9409473517.95304
GDP (current US$),NY.GDP.MKTP.CD,Kuwait,KWT,37718743480.0751,34889559869.8326,38135788413.8276,47874582231.588,59439090600.6108,80798630136.9863,101557330723.423,114634043361.692,147379737229.753,105968691905.415,115416580893,154079839408.071,174047996684.957,174167897908.593,162650272167.89,114585576961.43,109406328917.014,120687539805.505,138202535799.918,136191825724.364,105948807280.731,137384258875.558,175363265306.122
GDP (current US$),NY.GDP.MKTP.CD,Kyrgyz Republic,KGZ,1369688498.06778,1525116370.27939,1605643104.73021,1919008090.49641,2211534585.0034,2460246766.41401,2834168889.42019,3802570552.56105,5139958909.17936,4690061380.60253,4794361863.01353,6197765984.28468,6605142884.36215,7335033800.59056,7468102412.68237,6678177511.66313,6813095379.1187,7702938379.42036,8271106235.41552,9371275264.36735,8270468614.24051,9249133946.26531,11543966558.842
GDP (current US$),NY.GDP.MKTP.CD,Lao PDR,LAO,1731198022.46763,1768619058.34647,1758176653.07746,2023324407.28414,2366398119.86321,2735558734.7379,3455031447.60194,4223152219.21266,5446434031.67898,5836138127.08912,7131773632.68946,8750107401.55382,10192848926.2582,11983252626.5452,13279248478.6917,14426381187.0894,15912495368.8717,17071162084.4067,18141651381.3884,18740559554.1632,18981800705.0794,18827148528.9934,15468785203.7532
